subgroup,modeldate,dem_estimate,dem_hi,dem_lo,rep_estimate,rep_hi,rep_lo,timestamp
Adults,5/22/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:14  5 Jun 2017
Voters,5/21/2017,46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,12:11:17  5 Jun 2017
All polls,5/21/2017,46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,12:11:09  5 Jun 2017
Adults,5/21/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:14  5 Jun 2017
Voters,5/20/2017,46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,12:11:17  5 Jun 2017
Adults,5/20/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:14  5 Jun 2017
All polls,5/20/2017,46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,12:11:09  5 Jun 2017
Voters,5/19/2017,46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,12:11:17  5 Jun 2017
All polls,5/19/2017,46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,12:11:10  5 Jun 2017
Adults,5/19/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:14  5 Jun 2017
Voters,5/18/2017,46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,12:11:18  5 Jun 2017
All polls,5/18/2017,46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,12:11:10  5 Jun 2017
Adults,5/18/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:14  5 Jun 2017
Adults,5/17/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:14  5 Jun 2017
All polls,5/17/2017,46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,12:11:10  5 Jun 2017
Voters,5/17/2017,46.58834,52.81095,40.36574,36.23383,41.03978,31.42788,12:11:18  5 Jun 2017
Voters,5/16/2017,47.75057,53.92096,41.58018,36.87933,41.47512,32.28354,12:11:18  5 Jun 2017
Adults,5/16/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:14  5 Jun 2017
All polls,5/16/2017,47.75057,53.92096,41.58018,36.87933,41.47512,32.28354,12:11:10  5 Jun 2017
Voters,5/15/2017,47.75057,53.92096,41.58018,36.87933,41.47512,32.28354,12:11:18  5 Jun 2017
Adults,5/15/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:14  5 Jun 2017
All polls,5/15/2017,47.75057,53.92096,41.58018,36.87933,41.47512,32.28354,12:11:10  5 Jun 2017
Voters,5/14/2017,47.6331,53.92883,41.33736,37.41701,42.11126,32.72276,12:11:18  5 Jun 2017
All polls,5/14/2017,47.6331,53.92883,41.33736,37.41701,42.11126,32.72276,12:11:10  5 Jun 2017
Adults,5/14/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:14  5 Jun 2017
Adults,5/13/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:14  5 Jun 2017
Voters,5/13/2017,47.6331,53.92883,41.33736,37.41701,42.11126,32.72276,12:11:18  5 Jun 2017
All polls,5/13/2017,47.6331,53.92883,41.33736,37.41701,42.11126,32.72276,12:11:11  5 Jun 2017
Voters,5/12/2017,47.6331,53.92883,41.33736,37.41701,42.11126,32.72276,12:11:18  5 Jun 2017
All polls,5/12/2017,47.6331,53.92883,41.33736,37.41701,42.11126,32.72276,12:11:11  5 Jun 2017
Adults,5/12/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:14  5 Jun 2017
All polls,5/11/2017,48.25764,54.53503,41.98026,37.51107,42.22163,32.80051,12:11:11  5 Jun 2017
Adults,5/11/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:14  5 Jun 2017
Voters,5/11/2017,48.25764,54.53503,41.98026,37.51107,42.22163,32.80051,12:11:19  5 Jun 2017
Voters,5/10/2017,48.25764,54.53503,41.98026,37.51107,42.22163,32.80051,12:11:19  5 Jun 2017
All polls,5/10/2017,48.25764,54.53503,41.98026,37.51107,42.22163,32.80051,12:11:11  5 Jun 2017
Adults,5/10/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:14  5 Jun 2017
Adults,5/9/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:14  5 Jun 2017
All polls,5/9/2017,43.8825,49.20612,38.55888,38.40719,43.33043,33.48395,12:11:11  5 Jun 2017
Voters,5/9/2017,43.8825,49.20612,38.55888,38.40719,43.33043,33.48395,12:11:19  5 Jun 2017
Voters,5/8/2017,43.8825,49.20612,38.55888,38.40719,43.33043,33.48395,12:11:19  5 Jun 2017
All polls,5/8/2017,43.8825,49.20612,38.55888,38.40719,43.33043,33.48395,12:11:11  5 Jun 2017
Adults,5/8/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:14  5 Jun 2017
All polls,5/7/2017,43.8825,49.20612,38.55888,38.40719,43.33043,33.48395,12:11:11  5 Jun 2017
Voters,5/7/2017,43.8825,49.20612,38.55888,38.40719,43.33043,33.48395,12:11:19  5 Jun 2017
Adults,5/7/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:14  5 Jun 2017
Voters,5/6/2017,43.81366,49.12411,38.5032,39.73478,44.56662,34.90294,12:11:19  5 Jun 2017
Adults,5/6/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:14  5 Jun 2017
All polls,5/6/2017,43.81366,49.12411,38.5032,39.73478,44.56662,34.90294,12:11:11  5 Jun 2017
All polls,5/5/2017,43.81366,49.12411,38.5032,39.73478,44.56662,34.90294,12:11:12  5 Jun 2017
Voters,5/5/2017,43.81366,49.12411,38.5032,39.73478,44.56662,34.90294,12:11:19  5 Jun 2017
Adults,5/5/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:14  5 Jun 2017
All polls,5/4/2017,43.81366,49.12411,38.5032,39.73478,44.56662,34.90294,12:11:12  5 Jun 2017
Adults,5/4/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:14  5 Jun 2017
Voters,5/4/2017,43.81366,49.12411,38.5032,39.73478,44.56662,34.90294,12:11:20  5 Jun 2017
Voters,5/3/2017,43.81366,49.12411,38.5032,39.73478,44.56662,34.90294,12:11:20  5 Jun 2017
All polls,5/3/2017,43.81366,49.12411,38.5032,39.73478,44.56662,34.90294,12:11:12  5 Jun 2017
Adults,5/3/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:15  5 Jun 2017
Adults,5/2/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:15  5 Jun 2017
All polls,5/2/2017,45.25636,50.34885,40.16387,40.61014,45.38003,35.84025,12:11:12  5 Jun 2017
Voters,5/2/2017,45.25636,50.34885,40.16387,40.61014,45.38003,35.84025,12:11:20  5 Jun 2017
Voters,5/1/2017,45.25636,50.34885,40.16387,40.61014,45.38003,35.84025,12:11:20  5 Jun 2017
All polls,5/1/2017,45.25636,50.34885,40.16387,40.61014,45.38003,35.84025,12:11:12  5 Jun 2017
Adults,5/1/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:15  5 Jun 2017
All polls,4/30/2017,45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,12:11:12  5 Jun 2017
Adults,4/30/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:15  5 Jun 2017
Voters,4/30/2017,45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,12:11:20  5 Jun 2017
All polls,4/29/2017,45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,12:11:12  5 Jun 2017
Adults,4/29/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:15  5 Jun 2017
Voters,4/29/2017,45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,12:11:20  5 Jun 2017
All polls,4/28/2017,45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,12:11:13  5 Jun 2017
Voters,4/28/2017,45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,12:11:20  5 Jun 2017
Adults,4/28/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:15  5 Jun 2017
Voters,4/27/2017,45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,12:11:20  5 Jun 2017
All polls,4/27/2017,45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,12:11:13  5 Jun 2017
Adults,4/27/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:15  5 Jun 2017
Adults,4/26/2017,50,56.06165,43.93835,41,47.06165,34.93835,12:11:15  5 Jun 2017
Voters,4/26/2017,45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,12:11:21  5 Jun 2017
All polls,4/26/2017,45.81439,50.84631,40.78246,40.70142,45.48413,35.91871,12:11:13  5 Jun 2017
Voters,4/25/2017,44.3031,49.32187,39.28432,41.25,46.3324,36.16761,12:11:21  5 Jun 2017
All polls,4/25/2017,44.3031,49.32187,39.28432,41.25,46.3324,36.16761,12:11:13  5 Jun 2017
All polls,4/24/2017,45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,12:11:13  5 Jun 2017
Voters,4/24/2017,45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,12:11:21  5 Jun 2017
All polls,4/23/2017,45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,12:11:13  5 Jun 2017
Voters,4/23/2017,45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,12:11:21  5 Jun 2017
All polls,4/22/2017,45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,12:11:13  5 Jun 2017
Voters,4/22/2017,45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,12:11:21  5 Jun 2017
Voters,4/21/2017,45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,12:11:21  5 Jun 2017
All polls,4/21/2017,45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,12:11:13  5 Jun 2017
All polls,4/20/2017,42.57009,47.7422,37.39797,37.27471,42.328,32.22142,12:11:14  5 Jun 2017
Voters,4/20/2017,42.57009,47.7422,37.39797,37.27471,42.328,32.22142,12:11:21  5 Jun 2017
All polls,4/19/2017,42.57009,47.7422,37.39797,37.27471,42.328,32.22142,12:11:14  5 Jun 2017
Voters,4/19/2017,42.57009,47.7422,37.39797,37.27471,42.328,32.22142,12:11:21  5 Jun 2017
All polls,4/18/2017,42.18121,47.09977,37.26265,38.54777,42.84737,34.24817,12:11:14  5 Jun 2017
Voters,4/18/2017,42.18121,47.09977,37.26265,38.54777,42.84737,34.24817,12:11:22  5 Jun 2017
Voters,4/17/2017,42.18121,47.09977,37.26265,38.54777,42.84737,34.24817,12:11:22  5 Jun 2017
All polls,4/17/2017,42.18121,47.09977,37.26265,38.54777,42.84737,34.24817,12:11:14  5 Jun 2017
Voters,4/16/2017,42.18121,47.09977,37.26265,38.54777,42.84737,34.24817,12:11:22  5 Jun 2017
All polls,4/16/2017,42.18121,47.09977,37.26265,38.54777,42.84737,34.24817,12:11:14  5 Jun 2017
All polls,4/15/2017,42.77826,47.59769,37.95883,38.12254,42.45842,33.78665,12:11:14  5 Jun 2017
Voters,4/15/2017,42.77826,47.59769,37.95883,38.12254,42.45842,33.78665,12:11:22  5 Jun 2017
